CURRUCUCU ZIBATA. 8D2PL9LSNTMG,,,,,,,
Ventas de Productos,,,,,,,
"Lista de Productos en las ventas de entre 8:00 AM, sábado 12 de julio de 2025 y 8:00 AM, lunes 13 de julio de 2026",,,,,,,
"Fecha de exportación: 9:32 AM, miércoles 15 de julio de 2026",,,,,,,
#,ID Alfanumérico,Código (SKU),Nombre,Categoría,Subcategoría,Cantidad, Importe 
460,aTy0a2yDmxnRP3MV5M18-CECINA,-,SOPES CECINA,PRODUCTOS ANAHUAC,-,1, $77.00 
461,aTy0a2yDmxnRP3MV5M18-ARRACHERA,-,SOPES ARRACHERA, ANAHUAC,-,, $616.00 
462,Torta_Oaxaqueña,-,Torta Oaxaqueña,-,-,3, $606.00 
463,1619020699145-DE PASTOR,-,Tortas DE PASTOR,MENU ,-,1, $145.00 
464,YGvN91UAqvOo7F7ZGOJ2,-,TOTOPO HORNEADO DE NOPAL,EXTRAS,-,1, $30.00 
465,1619020699148-ENCHORIZADOS CON COSTILLA 200GRS,-,Chilaquiles ENCHORIZADOS CON COSTILLA 200GRS,MENU ,-,, $560.00 
466,qwuWSxdTVmQWKR1NDxbw-CECINA,-,TECOLOTES CECINA,PRODUCTOS ANAHUAC,-,, $560.00 
467,ViwhrgUxOUVXiFRixJ2k-CARNITAS,-,GORDITAS CARNITAS, ANAHUAC,-,1, $68.00 
468,WzfB4283jTAcMeumluoa,-,Combo Chilaquiles Sencillos + Coca-cola ,-,-,3, $534.00 
469,1619020699155-INFANTILES CON PICADILLO,-,Quesadillas INFANTILES CON PICADILLO,DEL COMAL,-,, $525.00 
470,0FXHqV9uLu9h0IrNR0NU-CECINA,-,MOLLETES CECINA,PRODUCTOS ANAHUAC,-,1, $165.00 
471,Msy7LwrqubMOzbUTHINm,-,Coca-cola Light 355 Ml,-,-,10, $500.00 
472,QDzRuu6ZqUYHx9cBbWGb,-,Huevos Estrellados,-,-,4, $498.00 
473,ILtN9PT4p3dXgXuPiEEV-CECINA,-,CHILAQUILES CECINA,PRODUCTOS ANAHUAC,-,, $495.00 
474,1619020699146-DE CARNITAS,-,Enchiladas DE CARNITAS,MENU ,-,, $495.00 
475,enOERDV9cJWyQe4Svxh6,-,PAY DE QUESO FRUTOS ROJOS,POSTRES,-,, $490.00 
476,oHQmEMls5GOqUqd3ZgKp,-,Sope,-,-,6, $486.00 
477,KHROIqRokCqKjmMy2tkp,-,CHORIZO,EXTRAS,-,, $475.00 
478,Enfrijoladas_con_arr,-,Enfrijoladas con arrachera,-,-,2, $472.00 
479,xVvaXmWNHukp7hhL7qHg,-,Huevos Revueltos,-,-,4, $468.00 
480,RXAvHB0Wc7sL5UAA3plf-CECINA,-,TORTAS CECINA, ANAHUAC,-,, $467.00 
481,Chilaquiles_arrieros,-,Chilaquiles arrieros,-,-,2, $458.00 
482,hblkyGWqumrFY7puWBW4,-,ARRACHERA,PRODUCTOS ANAHUAC,-,, $450.00 
483,LkpQ3jeCe1jHQIvBUPY8,-,Queso Panela,EXTRAS,-,1, $25.00 
484,funbeNQUSJoUwLPpyGsy-POLLO,-,"Huarache (bistec,pollo O Chorizo) POLLO",DEL COMAL,-,, $420.00 
485,1619020699148-ENCHORIZADOS CON BISTEC,-,Chilaquiles ENCHORIZADOS CON BISTEC,MENU ,-,, $410.00 
486,ViwhrgUxOUVXiFRixJ2k-ARRACHERA,-,GORDITAS ARRACHERA, ANAHUAC,-,, $408.00 
487,H40lwMs2L8tODkvrhocy-ARRACHERA,-,CHILAQUILES ENCHORIZADOS ARRACHERA, ANAHUAC,-,, $400.00 
488,La_Cazuela_de_la_abu,-,La Cazuela de la abuela,-,-,2, $390.00 
489,ZYjR0OvjCsqmqpj7AI5s,-,PAQUETE CON PLATO FUERTE DE POLLO O CERDO,PAQUETES ,-,1, $380.00 
490,rv2gBqDWOEsiOuDzw9rB,-,PICADILLO,GUISOS POR KG,-,1, $380.00 
491,lYarWfYhrVdLo95WwwRn,-,Tocino,EXTRAS,-,, $375.00 
492,1619020699142-MILANESA DE POLLO O RES,-,Molletes MILANESA DE POLLO O RES,MENU ,-,1, $185.00 
493,funbeNQUSJoUwLPpyGsy-CHORIZO,-,"Huarache (bistec,pollo O Chorizo) CHORIZO",COMAL,-,, $370.00 
494,yNi606rJn3OyCgkuvksn,-,CARNITAS EN MORITA,GUISOS POR KG,-,0.5, $190.00 
495,oi1W148c2cQBRzb7ku0U,-,Sope Especial,-,-,3, $364.50 
496,d8YUUVPWIqwjuqi9KL6a-ARRACHERA,-,TECOLOTA ARRACHERA,PRODUCTOS ANAHUAC,-,, $350.00 
497,MYmdEhlDyhsVwU7cdpHW,-,Queso Fresco,EXTRAS,-,, $345.00 
498,X9SCSk1kNGYT6oDW4A3c,-,NACHOS DE ARRACHERA,PRODUCTOS ANAHUAC,-,1, $170.00 
499,ENCHILADAS_VERDES_DE_97320,-,ENCHILADAS VERDES DE QUESO,-,-,2, $336.00 
500,1619020699152-INFANTILES CON CECINA PICADA,-,Sopes INFANTILES CON CECINA PICADA,DEL COMAL,-,, $330.00 
501,Huevos_divorciados,-,Huevos divorciados,-,-,2, $324.00 
502,1619020699146-DOBLADITAS VERDES CON POLLO,-,Enchiladas DOBLADITAS VERDES CON POLLO,MENU ,-,, $320.00 
503,5ouYvB6SY6pZKwS1Z3yT,-,1KG RAJAS CON CREMA,GUISOS POR KG,-,1, $320.00 
504,2w3Hr5gYHJMwc7aP2I4W,-,TORTILLAS 1/2 (DOCENA),EXTRAS,-,9, $180.00 
505,YQMTlYKzB5ZhaD0vx9YM-ARRACHERA,-,HUARACHES ARRACHERA,PRODUCTOS ANAHUAC,-,, $300.00 
506,G9hCYJ68BDxOYKeaGvet,-,De Pastor,-,-,2, $290.00 
507,Chilaquiles_del_patr,-,Chilaquiles del patrón,-,-,1, $290.00 
508,iBWsDkL5Yd9zsnRIUZfP-INFANTILES CON QUESO PANELA,-,Entomatadas INFANTILES CON QUESO PANELA,MENU ,-,, $285.00 
509,MOLLETES_CON_ARRACHE,-,MOLLETES CON ARRACHERA O CECINA,-,-,1, $277.00 
510,1619020699145-TORTA CUBANA,-,Tortas TORTA CUBANA,MENU ,-,1, $250.00 
511,yuzHSILxP7Jgrluo991O,-,100GR CHICHARRON NATURAL,EXTRAS,-,, $250.00 
512,3izubqJZ6x9ot4ganNWz,-,CHICHARRON EN SALSA VERDE,GUISOS POR KG,-,, $245.00 
513,Huevos_estrellados,-,Huevos estrellados,-,-,2, $242.00 
514,SKi2XIhGqGbL9b8MkAxl,-,Quesillo para Comal,EXTRAS,-,4, $40.00 
515,Enfrijoladas_oaxaque,-,Enfrijoladas oaxaqueñas,-,-,1, $236.00 
516,Enfrijoladas_rancher,-,Enfrijoladas rancheras,-,-,1, $236.00 
517,aTy0a2yDmxnRP3MV5M18-CARNITAS,-,SOPES CARNITAS, ANAHUAC,-,, $231.00 
518,vp0cbFF2G0oIPHtdMolw,-,PAN DE DULCE,POSTRES,-,, $225.00 
519,8etGL9XrEyJejM3EzkJt,-,PALETAS DE HIELO GOURMET,POSTRES,-,, $225.00 
520,mz6Mm4rUsCPjSC37ab0Z,-,Refresco,-,-,5, $220.00 
521,FiHADUxg6QAB3BaVT75L,-,RACK DE COSTILLAS,MENU ,-,, $220.00 
522,ZbIImd2vtAlT6TPDXDXR,-,GELATINA OREO,POSTRES,-,1, $70.00 
523,9a2NuWdkanhT2zghGs1S,-,VASO DE AGUA,Bebidas ,-,, $210.00 
524,W4JmWvpNS4siJtlzgvTV,-,FLAN,POSTRES,-,1, $50.00 
525,Torta_de_Cecina,-,Torta de Cecina,-,-,1, $195.00 
526,SwP7Q2haoxpylRPzmSJ1-CON COSTILLA,-,Enfrijoladas CON COSTILLA,MENU ,-,, $195.00 
527,Omelet_de_jamón_y_qu,-,Omelet de jamón y queso.,-,-,1, $182.00 
528,WpSMyMCNKgBuZNJzgZm3,-,Quesillo para Huarache,EXTRAS,-,4, $60.00 
529,TJ5SRtGn8RKModhSll68-CECINA,-,DOBLADITAS CECINA,PRODUCTOS ANAHUAC,-,, $170.00 
530,TJ5SRtGn8RKModhSll68-ARRACHERA,-,DOBLADITAS ARRACHERA,PRODUCTOS ANAHUAC,-,1, $170.00 
531,ENCHILADAS_ROJAS_DE__54013,-,ENCHILADAS ROJAS DE QUESO,-,-,1, $168.00 
532,Enfrijoladas_con_hue,-,Enfrijoladas con huevo,-,-,1, $168.00 
533,DYOKmziKRT2MhW6NYNWN-ARRACHERA,-,ENFRIJOLADAS ARRACHERA,PRODUCTOS ANAHUAC,-,, $165.00 
534,t5SPjpV37ee72VcejSQb,-,pambazo papa,MENU ,-,, $165.00 
535,Huevos_rancheros,-,Huevos rancheros,-,-,1, $162.00 
536,YQMTlYKzB5ZhaD0vx9YM-CARNITAS,-,HUARACHES CARNITAS, ANAHUAC,-,, $150.00 
537,ojA0meGwQDWEyyM0XY4B,-,Sprite Lima Limón 355 Ml,-,-,3, $150.00 
538,RXAvHB0Wc7sL5UAA3plf-COCHINITA,-,TORTAS COCHINITA,PRODUCTOS ANAHUAC,-,, $140.00 
539,ViwhrgUxOUVXiFRixJ2k-CECINA,-,GORDITAS CECINA, ANAHUAC,-,1, $68.00 
540,iJeEdnOszq7nhTHwNjI9,-,PAPA CON CHORIZO,GUISOS POR KG,-,, $125.00 
541,9FAe0g0FBosCuJBGyBNs,-,Jumex,Bebidas ,-,, $105.00 
542,Aq3Uust2hTA3gOScEMig,-,Huevos Cacheteados,-,-,1, $100.00 
543,bb6jU7kRCHrtgEVsrJ3k,-,CLARAS,EXTRAS,-,, $100.00 
544,2uy6CZXVvQgYAFRYh7Kq,-,JUGO DE MANDARINA,Bebidas ,-,, $85.00 
545,TUi1jzCYyTUuKcrfug4e,-,Jamon,EXTRAS,-,, $75.00 
546,2eTKDc1Hzq6nBqQx3XTw,-,Leche,EXTRAS,-,, $60.00 
